project_type,area_hectares,duration_years,baseline_emissions,expected_emission_reduction,location,emission_factor,carbon_credits_generated
geothermal_energy,269.0,12,0.0,0.0,Madhya Pradesh,8.55,27612
wind_energy,49.89,7,2571.17,123.65,Arunachal Pradesh,1.85,866
wind_energy,31.64,11,0.0,0.0,Nagaland,5.39,1877
afforestation,372.83,9,0.0,0.0,Andaman and Nicobar Islands,4.0,13422
geothermal_energy,46.92,12,2522.96,271.11,Sikkim,2.14,3253
solar_power,310.67,7,0.0,0.0,Telangana,3.62,7873
carbon_sequestration,0.0,13,7508.35,352.3,Delhi,0.0,4580
electric_mobility,0.0,8,4663.96,159.41,Andhra Pradesh,0.0,1275
biochar_production,27.91,7,1942.6,224.44,Chhattisgarh,1.76,1571
reforestation,47.8,17,1248.91,69.22,Puducherry,1.55,1177
electric_mobility,422.62,11,0.0,0.0,Lakshadweep,4.7,21829
reforestation,34.61,10,0.0,0.0,Odisha,3.51,1215
sustainable_agriculture,68.35,17,7043.81,300.65,Uttar Pradesh,1.84,5111
solar_power,0.0,11,14079.96,605.1,Haryana,0.0,6656
reforestation,0.0,15,1198.24,624.93,Odisha,0.0,9374
geothermal_energy,0.0,11,4938.38,840.48,Kerala,0.0,9245
biochar_production,0.0,9,1303.02,293.17,Telangana,0.0,2638
wind_energy,66.54,7,7220.61,351.54,Gujarat,1.49,2461
reforestation,0.0,18,5085.52,839.29,Delhi,0.0,15107
biochar_production,45.17,10,0.0,0.0,Madhya Pradesh,7.78,3513
electric_mobility,0.0,18,5168.55,311.19,Uttarakhand,0.0,5601
afforestation,0.0,9,8235.63,597.25,Gujarat,0.0,5375
biochar_production,68.78,19,0.0,0.0,Assam,9.42,12307
biochar_production,0.0,12,3442.68,547.03,Himachal Pradesh,0.0,6564
afforestation,44.22,18,2304.3,117.89,Lakshadweep,2.15,2122
electric_mobility,165.62,5,0.0,0.0,Rajasthan,3.0,2485
electric_mobility,0.0,14,12179.22,915.04,Arunachal Pradesh,0.0,12811
carbon_sequestration,35.64,10,2598.35,50.95,Karnataka,0.63,510
afforestation,470.82,9,0.0,0.0,Ladakh,3.58,15166
solar_power,0.0,16,1917.03,424.21,Mizoram,0.0,6787
electric_mobility,58.67,7,5002.66,553.6,Goa,4.47,3875
biochar_production,222.57,7,0.0,0.0,Arunachal Pradesh,9.37,14598
reforestation,0.0,20,9426.89,707.63,Mizoram,0.0,14153
reforestation,0.0,5,10931.25,693.81,Karnataka,0.0,3469
carbon_sequestration,93.37,5,5730.93,169.56,Uttar Pradesh,4.38,848
electric_mobility,359.39,9,0.0,0.0,Lakshadweep,7.66,24792
sustainable_agriculture,146.44,5,0.0,0.0,Delhi,3.91,2861
biochar_production,354.24,8,0.0,0.0,Karnataka,5.09,14415
geothermal_energy,0.0,9,5278.66,670.91,Nagaland,0.0,6038
wind_energy,3.36,9,2892.0,175.1,Sikkim,1.22,1576
solar_power,24.32,13,2086.06,242.7,Arunachal Pradesh,0.72,3155
afforestation,35.65,13,0.0,0.0,Goa,8.37,3881
methane_capture,57.45,6,6037.58,285.58,Manipur,2.66,1713
wetland_restoration,24.14,10,1039.35,219.45,Jammu and Kashmir,2.26,2195
biochar_production,8.41,17,7515.65,162.86,Himachal Pradesh,2.58,2769
wetland_restoration,0.0,7,3840.65,680.35,Chandigarh,0.0,4762
carbon_sequestration,0.0,9,10868.52,668.15,Maharashtra,0.0,6013
electric_mobility,0.0,5,9011.94,358.67,Chhattisgarh,0.0,1793
electric_mobility,33.68,7,2455.04,185.95,Goa,2.15,1302
wetland_restoration,0.0,19,12861.24,214.69,Rajasthan,0.0,4079
carbon_sequestration,456.42,9,0.0,0.0,Rajasthan,8.87,36428
biochar_production,7.09,5,1732.16,151.07,Puducherry,1.33,755
carbon_sequestration,91.08,5,6074.0,538.82,Jharkhand,2.07,2694
afforestation,54.31,14,3183.05,487.0,Haryana,3.71,6818
biochar_production,11.77,19,2642.82,193.84,Jharkhand,0.76,3683
electric_mobility,387.38,14,0.0,0.0,Telangana,8.65,46912
biochar_production,0.0,6,2635.65,491.96,Delhi,0.0,2952
solar_power,15.37,20,1794.9,137.02,Mizoram,2.05,2740
solar_power,0.0,18,9418.45,768.09,Tamil Nadu,0.0,13826
sustainable_agriculture,32.68,9,2617.65,55.9,Delhi,2.45,503
afforestation,41.66,15,1227.86,101.77,Tripura,1.71,1527
reforestation,33.78,15,2597.65,223.3,Tripura,1.26,3350
green_building,24.2,16,2179.11,195.55,Puducherry,0.62,3129
geothermal_energy,471.93,12,0.0,0.0,Delhi,8.5,48117
reforestation,32.9,20,1903.23,244.23,Goa,1.79,4885
geothermal_energy,26.41,5,1985.62,411.21,Nagaland,1.78,2056
green_building,164.42,14,0.0,0.0,Delhi,4.93,11357
afforestation,82.06,17,3717.16,437.07,Andhra Pradesh,3.54,7430
electric_mobility,0.0,15,8288.74,952.66,Bihar,0.0,14290
geothermal_energy,32.6,10,7230.99,453.86,Haryana,2.88,4539
wetland_restoration,0.0,6,10971.26,1130.61,Nagaland,0.0,6784
methane_capture,31.92,8,835.69,289.48,Tripura,1.4,2316
wind_energy,0.0,15,11894.15,554.27,Chhattisgarh,0.0,8314
biochar_production,0.0,14,10835.06,276.24,Meghalaya,0.0,3867
afforestation,465.04,10,0.0,0.0,Himachal Pradesh,8.33,38719
electric_mobility,27.78,18,609.75,91.44,Sikkim,1.37,1646
biochar_production,24.59,17,2185.87,84.25,Tripura,2.3,1432
green_building,398.64,15,0.0,0.0,Chandigarh,8.98,53676
reforestation,332.97,16,0.0,0.0,Haryana,3.76,20043
methane_capture,0.0,8,9562.87,995.34,Madhya Pradesh,0.0,7963
biochar_production,47.7,20,1047.79,164.74,Uttar Pradesh,1.55,3295
biochar_production,61.39,6,5356.4,590.59,Haryana,1.29,3544
solar_power,416.4,8,0.0,0.0,Manipur,8.12,27066
green_building,94.65,17,4650.22,588.65,Puducherry,4.84,10007
wetland_restoration,42.32,11,6411.62,255.0,Andaman and Nicobar Islands,4.42,2805
methane_capture,323.9,18,0.0,0.0,West Bengal,7.67,44696
sustainable_agriculture,0.0,15,14482.18,963.58,Manipur,0.0,14454
biochar_production,25.45,17,522.6,139.26,Chandigarh,0.52,2367
geothermal_energy,0.0,20,9175.87,1004.75,Kerala,0.0,20095
wetland_restoration,0.0,9,2998.68,389.5,Ladakh,0.0,3506
electric_mobility,262.19,6,0.0,0.0,Andaman and Nicobar Islands,8.66,13620
sustainable_agriculture,22.01,10,1702.23,215.61,Nagaland,0.56,2156
geothermal_energy,0.0,14,9112.45,238.43,Nagaland,0.0,3338
geothermal_energy,92.36,11,1314.38,480.5,Maharashtra,4.97,5286
green_building,321.37,5,0.0,0.0,Himachal Pradesh,3.64,5841
geothermal_energy,460.03,18,0.0,0.0,Gujarat,9.66,79961
carbon_sequestration,14.5,15,2981.11,146.58,Chhattisgarh,1.74,2199
carbon_sequestration,0.0,9,6661.52,856.63,Goa,0.0,7710
reforestation,90.71,6,7820.61,113.76,Haryana,4.51,683
sustainable_agriculture,0.0,15,4871.09,238.93,Uttar Pradesh,0.0,3584
solar_power,47.86,14,2198.87,106.22,Puducherry,0.8,1487
reforestation,60.25,8,5060.62,358.35,Karnataka,2.75,2867
carbon_sequestration,42.14,14,1575.26,275.94,Delhi,0.79,3863
geothermal_energy,0.0,14,9033.02,477.5,Meghalaya,0.0,6685
afforestation,413.35,8,0.0,0.0,Odisha,9.22,30496
carbon_sequestration,110.29,6,0.0,0.0,Telangana,7.14,4724
geothermal_energy,15.49,13,582.02,209.01,Haryana,1.69,2717
geothermal_energy,11.56,15,4548.44,304.71,Goa,4.76,4571
wetland_restoration,83.54,12,6087.24,486.95,Mizoram,1.19,5843
solar_power,67.19,12,7131.18,369.55,Gujarat,1.61,4435
sustainable_agriculture,15.21,12,1479.56,186.68,Mizoram,2.36,2240
methane_capture,0.0,13,1000.1,474.91,Bihar,0.0,6174
afforestation,39.41,10,2403.92,201.79,Nagaland,3.89,2018
carbon_sequestration,0.0,9,5951.25,430.42,Jharkhand,0.0,3874
sustainable_agriculture,0.0,7,2674.71,391.12,Goa,0.0,2738
carbon_sequestration,0.0,16,4915.82,863.05,Rajasthan,0.0,13809
solar_power,21.38,19,2024.08,274.01,Delhi,2.02,5206
geothermal_energy,35.92,9,954.03,142.74,Chhattisgarh,2.13,1285
afforestation,49.98,15,1051.22,240.62,Gujarat,1.31,3609
solar_power,0.0,10,9678.29,861.01,Bihar,0.0,8610
geothermal_energy,21.31,15,551.68,117.25,Chandigarh,2.01,1759
wetland_restoration,296.05,18,0.0,0.0,Tamil Nadu,9.67,51507
carbon_sequestration,246.12,14,0.0,0.0,Uttar Pradesh,5.53,19061
electric_mobility,0.0,20,3669.04,742.98,Madhya Pradesh,0.0,14860
biochar_production,58.21,9,5959.43,186.04,Puducherry,4.12,1674
reforestation,467.13,5,0.0,0.0,Jammu and Kashmir,8.79,20536
wetland_restoration,98.3,12,0.0,0.0,Uttar Pradesh,3.69,4350
wind_energy,461.29,10,0.0,0.0,Telangana,7.86,36267
carbon_sequestration,85.79,11,1216.01,125.95,Puducherry,2.38,1385
solar_power,179.22,13,0.0,0.0,Odisha,5.35,12463
electric_mobility,19.95,8,6353.03,435.53,West Bengal,1.48,3484
methane_capture,47.41,17,1451.29,90.76,Delhi,1.49,1543
solar_power,0.0,20,4485.14,915.91,Lakshadweep,0.0,18318
wind_energy,0.0,5,2327.51,1039.0,Maharashtra,0.0,5195
green_building,0.0,12,12368.12,815.91,Tamil Nadu,0.0,9791
carbon_sequestration,0.0,6,4938.95,311.48,Odisha,0.0,1869
electric_mobility,25.55,15,1835.73,185.18,Odisha,1.91,2778
sustainable_agriculture,52.96,9,7038.48,189.63,Bihar,3.87,1707
methane_capture,72.87,20,2587.09,539.67,Andaman and Nicobar Islands,4.81,10793
solar_power,0.0,13,2415.46,378.81,Manipur,0.0,4925
green_building,165.11,11,0.0,0.0,Assam,8.71,15828
electric_mobility,0.0,13,8170.13,325.42,Madhya Pradesh,0.0,4230
carbon_sequestration,0.0,12,14158.86,1050.68,Uttar Pradesh,0.0,12608
reforestation,91.08,11,5718.14,125.92,Dadra and Nagar Haveli and Daman and Diu,1.05,1385
electric_mobility,1.97,5,978.57,152.91,Odisha,1.28,765
electric_mobility,0.0,10,6342.65,932.7,Karnataka,0.0,9327
methane_capture,0.0,18,6449.54,322.42,Chhattisgarh,0.0,5804
biochar_production,32.15,5,5798.11,266.23,Sikkim,2.73,1331
methane_capture,24.51,6,7874.35,492.43,Uttar Pradesh,2.53,2955
wind_energy,31.98,11,1545.83,237.73,Dadra and Nagar Haveli and Daman and Diu,0.9,2615
biochar_production,99.08,12,7588.91,557.37,Delhi,2.3,6688
reforestation,4.31,12,948.41,292.67,Rajasthan,1.54,3512
geothermal_energy,98.0,9,2328.71,391.09,Meghalaya,3.22,3520
methane_capture,0.0,5,6504.81,597.61,Jharkhand,0.0,2988
reforestation,0.0,15,6449.34,565.11,Haryana,0.0,8477
wind_energy,0.0,7,3416.8,358.72,Jharkhand,0.0,2511
methane_capture,347.99,14,0.0,0.0,Assam,4.01,19525
sustainable_agriculture,12.31,11,7659.96,248.65,Andaman and Nicobar Islands,1.3,2735
reforestation,0.0,10,11045.37,658.02,Gujarat,0.0,6580
methane_capture,66.61,7,1105.77,582.51,Goa,2.07,4078
afforestation,0.0,19,9327.58,650.69,Kerala,0.0,12363
biochar_production,0.0,20,6490.07,381.62,Puducherry,0.0,7632
solar_power,13.23,8,935.2,79.27,Chandigarh,0.5,634
reforestation,0.0,13,2393.46,950.26,Tamil Nadu,0.0,12353
wetland_restoration,470.14,10,0.0,0.0,West Bengal,3.05,14324
green_building,0.0,12,6288.27,731.03,Odisha,0.0,8772
wind_energy,0.0,13,2656.36,827.49,Puducherry,0.0,10757
reforestation,29.56,17,1625.64,289.4,Punjab,1.01,4920
sustainable_agriculture,73.94,8,6175.86,207.33,Kerala,3.47,1659
reforestation,0.0,10,1917.04,107.49,Bihar,0.0,1075
carbon_sequestration,170.25,10,0.0,0.0,Uttarakhand,9.23,15715
green_building,91.88,9,2810.98,317.2,Andhra Pradesh,2.74,2855
carbon_sequestration,0.0,13,4945.46,996.64,Maharashtra,0.0,12956
wind_energy,0.0,16,9972.79,837.69,Assam,0.0,13403
geothermal_energy,353.43,14,0.0,0.0,Madhya Pradesh,4.43,21910
reforestation,107.64,11,0.0,0.0,Uttarakhand,9.14,10825
electric_mobility,91.59,20,3491.8,107.91,Dadra and Nagar Haveli and Daman and Diu,1.12,2158
carbon_sequestration,0.0,15,3228.04,156.27,Madhya Pradesh,0.0,2344
wind_energy,0.0,17,7522.03,415.34,Gujarat,0.0,7061
solar_power,339.71,5,0.0,0.0,Delhi,3.57,6060
wetland_restoration,36.64,20,3682.99,346.75,Manipur,4.54,6935
green_building,276.68,19,0.0,0.0,Uttarakhand,4.4,23141
wetland_restoration,261.67,14,0.0,0.0,Odisha,4.77,17487
wind_energy,265.51,15,0.0,0.0,Meghalaya,3.48,13856
afforestation,21.95,14,2499.3,133.4,Rajasthan,0.91,1868
wetland_restoration,40.0,16,5665.24,493.69,Gujarat,4.58,7899
wind_energy,44.08,9,5465.68,516.82,Tripura,4.49,4651
sustainable_agriculture,226.85,12,0.0,0.0,Goa,7.55,20539
solar_power,0.0,9,8055.89,477.45,Jharkhand,0.0,4297
afforestation,32.78,19,1153.39,250.52,Delhi,2.78,4760
afforestation,0.0,20,7299.23,669.53,Punjab,0.0,13391
sustainable_agriculture,0.0,12,9344.0,194.85,Lakshadweep,0.0,2338
carbon_sequestration,0.0,11,11268.48,211.49,Goa,0.0,2326
wind_energy,0.0,13,5383.08,359.49,Gujarat,0.0,4673
methane_capture,0.0,20,5647.82,807.87,Himachal Pradesh,0.0,16157
reforestation,33.55,16,2535.31,221.28,Uttarakhand,2.26,3541
reforestation,0.0,7,12475.98,207.96,Punjab,0.0,1456
biochar_production,132.48,16,0.0,0.0,Jammu and Kashmir,6.61,14000
green_building,29.21,11,1536.45,536.32,Chhattisgarh,3.97,5900
reforestation,0.0,17,6001.35,1113.79,Kerala,0.0,18934
geothermal_energy,79.7,20,3614.64,235.75,Punjab,3.53,4715
afforestation,0.0,20,13392.15,302.57,Gujarat,0.0,6051
wetland_restoration,12.38,13,3442.23,360.8,Punjab,4.32,4690
green_building,0.0,9,10800.23,1037.91,Chhattisgarh,0.0,9341
wetland_restoration,0.0,11,5156.59,473.06,Manipur,0.0,5204
electric_mobility,0.0,19,6494.92,244.33,Sikkim,0.0,4642
reforestation,0.0,9,7344.22,921.93,Karnataka,0.0,8297
afforestation,26.81,8,2156.99,101.0,Mizoram,1.47,808
biochar_production,0.0,6,8914.56,989.43,Sikkim,0.0,5937
green_building,0.0,18,4097.72,283.55,Goa,0.0,5104
green_building,0.0,5,7384.61,932.41,Manipur,0.0,4662
solar_power,0.0,7,3173.83,418.84,Tamil Nadu,0.0,2932
afforestation,60.3,16,2483.26,255.5,Maharashtra,1.47,4088
green_building,10.48,11,2639.42,209.78,Jammu and Kashmir,2.56,2308
biochar_production,0.0,16,6147.21,987.62,Jammu and Kashmir,0.0,15802
wind_energy,213.73,13,0.0,0.0,Jammu and Kashmir,6.0,16678
carbon_sequestration,69.5,7,6275.16,201.83,Goa,2.65,1413
wind_energy,211.86,6,0.0,0.0,Punjab,9.09,11560
sustainable_agriculture,7.1,6,5876.39,347.85,Nagaland,4.78,2087
green_building,175.23,17,0.0,0.0,Chhattisgarh,4.0,11915
geothermal_energy,261.02,14,0.0,0.0,Ladakh,3.8,13886
reforestation,0.0,14,13643.77,404.32,Assam,0.0,5660
green_building,0.0,5,9562.98,798.84,West Bengal,0.0,3994
carbon_sequestration,0.0,18,12305.86,269.05,Lakshadweep,0.0,4843
sustainable_agriculture,209.98,17,0.0,0.0,Haryana,9.2,32838
geothermal_energy,347.43,15,0.0,0.0,Ladakh,4.77,24874
green_building,0.0,13,11507.11,897.28,Odisha,0.0,11665
wind_energy,41.97,12,2608.32,171.27,Uttar Pradesh,2.14,2055
solar_power,403.8,19,5758.41,325.56,Delhi,1.91,2971
afforestation,485.82,17,3279.57,404.24,Goa,1.06,1841
sustainable_agriculture,488.75,11,3987.51,164.25,Tripura,1.99,1850
reforestation,331.01,15,6335.33,974.7,Maharashtra,1.26,4357
solar_power,487.08,12,3522.42,200.39,Rajasthan,0.82,1385
wind_energy,169.01,14,2231.35,412.8,Arunachal Pradesh,0.54,1115
electric_mobility,35.42,5,3810.33,375.89,Meghalaya,1.38,2181
biochar_production,202.94,6,6340.26,937.87,Lakshadweep,0.63,3084
geothermal_energy,436.06,16,5475.77,311.64,Dadra and Nagar Haveli and Daman and Diu,0.5,1954
biochar_production,189.27,13,1593.13,681.36,Uttar Pradesh,1.31,2263
reforestation,309.26,11,1263.89,456.96,Assam,0.76,1074
afforestation,87.51,16,9538.82,151.21,Puducherry,0.76,3091
wind_energy,225.81,18,7726.48,406.69,Gujarat,1.55,3579
green_building,102.04,13,5948.54,703.86,Ladakh,1.38,3727
methane_capture,357.69,11,6054.12,593.37,Assam,0.89,2872
electric_mobility,79.35,17,7966.42,832.14,Karnataka,1.55,4970
electric_mobility,75.26,17,3268.01,442.16,Andhra Pradesh,1.53,2333
carbon_sequestration,142.98,18,3002.3,245.1,Sikkim,1.77,1768
reforestation,272.95,20,6731.3,873.03,Ladakh,0.9,3591
green_building,327.57,6,2750.72,413.0,Gujarat,1.0,1651
carbon_sequestration,249.19,18,9870.82,489.78,Assam,1.35,4284
wind_energy,11.03,8,3277.52,416.91,Uttar Pradesh,0.89,1725
sustainable_agriculture,187.22,9,9376.05,418.62,Himachal Pradesh,1.69,4228
wind_energy,152.17,7,4684.26,726.66,Jammu and Kashmir,1.54,3643
afforestation,230.68,6,6532.45,264.52,Andhra Pradesh,0.84,2404
solar_power,244.48,20,7698.76,424.07,Uttarakhand,1.09,3234
sustainable_agriculture,331.24,5,3759.88,562.01,Uttarakhand,1.74,3084
geothermal_energy,328.67,16,1283.2,811.55,Dadra and Nagar Haveli and Daman and Diu,1.24,2398
sustainable_agriculture,381.11,16,5233.1,168.61,Meghalaya,1.04,1921
reforestation,76.44,16,6517.52,204.21,Karnataka,1.68,2641
wetland_restoration,433.1,15,6017.56,142.37,Jharkhand,1.31,2178
geothermal_energy,64.92,17,4848.0,278.03,Uttarakhand,1.04,2033
methane_capture,390.34,14,7092.58,274.86,West Bengal,0.82,2579
geothermal_energy,79.37,6,1344.6,593.37,Uttar Pradesh,0.67,1198
methane_capture,457.44,10,6873.07,413.42,Tripura,0.67,2616
biochar_production,124.22,19,3825.0,476.48,Chandigarh,0.53,1653
sustainable_agriculture,382.75,11,7379.49,466.1,Jammu and Kashmir,1.13,3267
electric_mobility,349.27,5,6413.1,870.49,Rajasthan,1.02,3700
afforestation,19.15,7,1783.4,749.31,Andhra Pradesh,1.55,2858
wetland_restoration,358.07,14,9881.18,448.12,Punjab,0.56,3466
geothermal_energy,150.32,11,1632.04,609.69,Puducherry,1.65,2502
carbon_sequestration,257.36,5,1423.19,992.62,Uttarakhand,1.56,3524
geothermal_energy,372.58,17,7031.27,187.39,Sikkim,1.28,2589
carbon_sequestration,212.88,9,5989.45,692.73,Mizoram,1.4,3736
electric_mobility,315.71,14,3181.22,337.54,Puducherry,1.34,1859
wind_energy,94.45,7,5065.43,728.27,Haryana,0.75,2612
methane_capture,81.87,15,5616.99,619.39,Tamil Nadu,1.0,2924
carbon_sequestration,101.43,5,3294.85,231.58,Punjab,1.55,1706
electric_mobility,418.17,6,7630.3,480.45,Chhattisgarh,1.14,3385
afforestation,128.69,12,8581.85,981.04,Kerala,1.46,5439
carbon_sequestration,461.98,13,8652.63,904.69,Delhi,0.99,4387
electric_mobility,129.3,19,4815.65,571.25,Manipur,0.71,2256
carbon_sequestration,371.81,11,2943.87,186.68,Madhya Pradesh,1.44,1421
green_building,63.51,9,7292.61,677.11,Himachal Pradesh,1.22,3840
geothermal_energy,118.11,8,6502.24,451.16,Jammu and Kashmir,0.66,2546
carbon_sequestration,429.63,9,7429.08,215.91,Madhya Pradesh,0.92,2626
geothermal_energy,479.87,7,8265.98,693.96,Meghalaya,1.42,4451
methane_capture,496.61,6,6399.94,530.31,West Bengal,1.62,3638
wetland_restoration,44.94,20,5574.3,159.31,Tamil Nadu,1.45,2134
electric_mobility,65.47,18,9429.42,679.36,Goa,1.39,4717
geothermal_energy,382.02,5,9917.57,681.06,Jammu and Kashmir,0.7,3929
biochar_production,379.47,20,9144.71,101.48,Odisha,1.14,2975
carbon_sequestration,374.88,20,2874.63,210.56,Rajasthan,1.27,1397
reforestation,215.21,11,5401.87,973.38,Rajasthan,1.12,3801
green_building,65.06,10,4586.19,982.31,Bihar,1.86,5030
solar_power,413.49,19,9452.11,970.63,Odisha,1.94,6602
wind_energy,217.31,16,3190.11,658.95,Ladakh,1.6,3066
biochar_production,390.24,17,3162.15,664.83,Nagaland,0.86,2092
carbon_sequestration,468.96,19,1219.65,753.67,Uttarakhand,1.95,3305
sustainable_agriculture,38.41,17,4563.08,350.34,Meghalaya,0.54,1747
biochar_production,26.81,11,9187.76,808.6,Manipur,0.76,3985
reforestation,355.94,18,1388.29,195.59,Punjab,1.41,968
wind_energy,58.4,18,9473.94,116.67,West Bengal,1.05,3087
geothermal_energy,275.7,6,3072.84,446.42,Arunachal Pradesh,0.84,1672
methane_capture,94.58,18,6358.58,393.27,Himachal Pradesh,0.67,2435
geothermal_energy,386.27,8,9313.24,659.5,Maharashtra,1.21,4390
methane_capture,265.15,18,3717.45,505.61,Bihar,0.58,1702
biochar_production,63.27,12,7790.84,590.3,Uttar Pradesh,1.51,4120
wetland_restoration,353.19,12,2196.18,114.4,West Bengal,1.28,952
wind_energy,497.78,13,7897.36,320.12,Manipur,1.71,3464
sustainable_agriculture,49.16,5,5593.06,449.2,Goa,1.18,2738
biochar_production,249.02,10,6860.48,206.64,Goa,1.85,2823
biochar_production,408.45,6,9987.3,874.33,Maharashtra,0.83,4448
solar_power,242.31,13,1377.48,838.1,Telangana,0.95,2006
solar_power,148.8,17,4338.96,805.8,Tripura,1.44,3622
reforestation,441.93,16,5049.21,108.2,Lakshadweep,0.58,1640
reforestation,169.11,16,3334.53,755.13,Delhi,1.72,3598
wetland_restoration,493.18,13,4324.22,522.31,Delhi,1.24,2593
geothermal_energy,476.45,20,3450.06,942.67,Bihar,1.82,4466
sustainable_agriculture,16.51,5,5613.36,756.83,Mizoram,0.91,3061
wind_energy,388.04,19,3104.82,808.66,Dadra and Nagar Haveli and Daman and Diu,1.97,4118
sustainable_agriculture,455.47,10,5603.17,556.24,Mizoram,1.2,3016
geothermal_energy,311.44,5,4889.3,368.35,Manipur,1.02,2218
solar_power,127.68,8,8709.97,754.72,Karnataka,1.68,5149
biochar_production,492.8,8,8331.71,588.88,Maharashtra,1.43,4184
reforestation,104.75,18,4888.02,571.71,Gujarat,1.71,3422
sustainable_agriculture,394.97,18,7992.52,472.4,Jharkhand,1.12,3456
afforestation,273.45,7,2342.47,360.61,Gujarat,1.61,1864
electric_mobility,335.9,14,9532.56,376.75,Bihar,0.54,3267
green_building,286.67,20,9503.89,112.49,West Bengal,0.82,3036
geothermal_energy,305.17,18,1707.66,317.44,Dadra and Nagar Haveli and Daman and Diu,0.55,861
solar_power,304.0,8,6454.77,547.09,Goa,0.67,2670
electric_mobility,209.28,16,8175.68,730.25,Telangana,1.78,5052
biochar_production,194.17,8,3217.2,532.83,Arunachal Pradesh,0.94,1967
afforestation,179.63,17,9797.86,652.78,Manipur,1.11,4389
sustainable_agriculture,337.06,20,2191.7,664.23,Chhattisgarh,0.88,1827
solar_power,305.19,16,4090.38,555.88,Uttar Pradesh,1.55,2950
carbon_sequestration,336.05,8,6492.3,886.37,Jammu and Kashmir,0.97,3667
electric_mobility,198.54,12,8995.47,732.0,Chandigarh,1.81,5348
geothermal_energy,95.58,10,7947.53,495.82,Andhra Pradesh,1.94,4308
solar_power,176.29,18,6078.11,955.17,Gujarat,1.06,3848
afforestation,414.13,6,7307.59,524.47,Punjab,1.28,3535
solar_power,483.07,17,5975.82,661.09,Gujarat,1.04,3168
wetland_restoration,304.52,13,1725.0,564.24,Nagaland,1.43,2131
sustainable_agriculture,279.03,9,8085.86,818.29,Punjab,1.14,4291
carbon_sequestration,122.67,12,2898.11,353.26,Sikkim,0.69,1357
methane_capture,421.75,15,2854.6,240.95,Arunachal Pradesh,1.46,1560
methane_capture,47.85,8,1426.68,787.78,Lakshadweep,0.72,1562
electric_mobility,149.43,17,7010.84,854.65,Ladakh,0.73,3351
geothermal_energy,448.0,15,3027.8,358.99,Madhya Pradesh,1.14,1727
afforestation,8.69,14,2010.67,475.96,Uttarakhand,1.77,2288
electric_mobility,328.75,5,1603.32,667.33,Bihar,0.63,1322
electric_mobility,247.71,20,9668.63,423.43,Madhya Pradesh,1.63,4281
electric_mobility,180.05,16,2505.13,621.75,West Bengal,1.21,2256
afforestation,188.04,20,8149.28,476.22,Andaman and Nicobar Islands,1.51,3883
methane_capture,179.59,5,2109.14,598.31,Manipur,0.72,1494
sustainable_agriculture,463.0,20,5531.13,585.59,Jharkhand,1.56,3486
electric_mobility,32.56,11,4944.42,725.97,Madhya Pradesh,1.14,3139
afforestation,17.72,12,6412.32,856.07,Tamil Nadu,1.67,4783
green_building,323.11,8,9864.08,204.81,Jharkhand,1.28,3484
wetland_restoration,320.91,9,9306.51,951.98,Goa,0.83,4372
wetland_restoration,284.26,10,1909.7,253.81,Chhattisgarh,1.77,1471
carbon_sequestration,265.96,20,6542.04,949.04,Lakshadweep,0.87,3614
carbon_sequestration,293.28,5,9310.44,152.64,Odisha,1.92,3379
green_building,167.57,13,5653.76,932.03,Andhra Pradesh,0.93,3430
geothermal_energy,140.82,9,3922.32,885.83,Dadra and Nagar Haveli and Daman and Diu,0.99,2931
methane_capture,484.42,15,5590.7,313.85,Madhya Pradesh,0.77,2161
biochar_production,193.04,11,6444.2,117.26,West Bengal,0.77,2114
methane_capture,235.41,11,6255.12,764.08,Nagaland,1.62,4352
geothermal_energy,97.07,16,1959.46,919.84,Chhattisgarh,1.74,3789
wind_energy,132.79,18,1001.17,687.32,Ladakh,1.77,2733
electric_mobility,138.66,9,7821.89,472.93,Tamil Nadu,0.73,3037
wind_energy,345.38,17,8839.31,367.44,Tripura,0.81,3247
wetland_restoration,485.15,7,9431.69,333.8,Andaman and Nicobar Islands,1.88,4085
electric_mobility,201.91,12,2893.95,465.34,Madhya Pradesh,0.99,1790
solar_power,48.8,9,4509.21,642.84,Odisha,1.78,3641
methane_capture,161.82,14,7181.5,766.69,Chandigarh,1.97,5175
geothermal_energy,37.75,10,5527.66,219.66,Punjab,1.85,2471
solar_power,288.26,10,3225.02,346.92,Haryana,1.7,2147
afforestation,30.61,11,7051.25,480.46,Madhya Pradesh,1.88,3922
wind_energy,45.85,6,3238.8,151.32,Gujarat,0.56,1141
green_building,323.71,16,3957.24,213.53,Punjab,0.56,1426
afforestation,132.36,15,9344.2,311.32,Dadra and Nagar Haveli and Daman and Diu,1.87,3968
solar_power,448.17,15,2236.0,779.95,Uttar Pradesh,1.08,2355
green_building,117.1,10,3157.6,383.84,Madhya Pradesh,0.99,1707
reforestation,402.95,11,6896.92,963.16,Karnataka,1.44,4843
solar_power,358.73,10,1159.7,971.79,Chandigarh,1.52,3302
carbon_sequestration,482.97,8,2844.56,373.75,Ladakh,1.39,1892
afforestation,111.85,15,5505.42,470.84,Assam,1.27,2848
sustainable_agriculture,373.96,10,7790.72,634.25,Maharashtra,1.32,4012
biochar_production,490.06,14,8032.63,283.19,Lakshadweep,1.11,3038
sustainable_agriculture,421.62,6,8445.65,382.79,Goa,1.05,3338
